,count_0,count_1,log_prob_0,log_prob_1
relief,21.0,23.0,-7.234108463043558,-8.040390851048052
religious,2.0,11.0,-9.585483720161799,-8.777989794174086
relmfu,0.0,5.0,-33.3044818307122,-9.566447154527449
remain,10.0,24.0,-7.976045807767697,-7.997831236629436
remained,6.0,6.0,-8.486871431527021,-9.384125597736826
remaining,1.0,13.0,-10.278630900671743,-8.610935709512319
remains,11.0,18.0,-7.880735627964281,-8.285513309079828
remedial,5.0,2.0,-8.669192988317644,-10.482737886371604
remember,1.0,14.0,-10.278630900671743,-8.536827737359147
remind,1.0,14.0,-10.278630900671743,-8.536827737359147
remote,5.0,4.0,-8.669192988317644,-9.789590705836657
removal,3.0,2.0,-9.1800186120703,-10.482737886371604
remove,5.0,10.0,-8.669192988317644,-8.873299973977502
removed,5.0,7.0,-8.669192988317644,-9.22997491791195
render,7.0,0.0,-8.332720751702144,-34.201735996922004
rendered,5.0,3.0,-8.669192988317644,-10.077272778280106
renew,1.0,4.0,-10.278630900671743,-9.789590705836657
renewable,0.0,13.0,-33.3044818307122,-8.610935709512319
renewed,4.0,11.0,-8.892336539626852,-8.777989794174086
reorganization,16.0,9.0,-7.506042178525712,-8.978660489634217
reorganize,3.0,6.0,-9.1800186120703,-9.384125597736826
repair,2.0,4.0,-9.585483720161799,-9.789590705836657
reparations,15.0,0.0,-7.570580699662866,-34.201735996922004
repayment,1.0,6.0,-10.278630900671743,-9.384125597736826
repeal,2.0,7.0,-9.585483720161799,-9.22997491791195
repeat,3.0,8.0,-9.1800186120703,-9.096443525289212
replace,2.0,5.0,-9.585483720161799,-9.566447154527449
reporma,0.0,28.0,-33.3044818307122,-7.843680556802774
repormang,0.0,13.0,-33.3044818307122,-8.610935709512319
report,20.0,42.0,-7.282898627212752,-7.438215448695799
reports,0.0,8.0,-33.3044818307122,-9.096443525289212
representante,0.0,6.0,-33.3044818307122,-9.384125597736826
representation,2.0,5.0,-9.585483720161799,-9.566447154527449
representative,4.0,4.0,-8.892336539626852,-9.789590705836657
representatives,12.0,47.0,-7.793724250975409,-7.325737465269363
representing,4.0,2.0,-8.892336539626852,-10.482737886371604
represents,4.0,3.0,-8.892336539626852,-10.077272778280106
republic,45.0,83.0,-6.471968410999201,-6.757044459183746
request,1.0,8.0,-10.278630900671743,-9.096443525289212
require,12.0,18.0,-7.793724250975409,-8.285513309079828
required,20.0,12.0,-7.282898627212752,-8.690978417185214
requirement,5.0,5.0,-8.669192988317644,-9.566447154527449
requirements,39.0,17.0,-6.615069254639533,-8.34267172291945
requires,13.0,9.0,-7.713681543302513,-8.978660489634217
requiring,4.0,3.0,-8.892336539626852,-10.077272778280106
reserve,4.0,12.0,-8.892336539626852,-8.690978417185214
reserves,22.0,16.0,-7.187588447408881,-8.403296344735518
resettlement,6.0,1.0,-8.486871431527021,-11.175885066881548
resilience,0.0,18.0,-33.3044818307122,-8.285513309079828
resiliency,0.0,9.0,-33.3044818307122,-8.978660489634217
resilient,0.0,10.0,-33.3044818307122,-8.873299973977502
resist,2.0,5.0,-9.585483720161799,-9.566447154527449
resolution,8.0,15.0,-8.199189359079407,-8.467834865872671
resolve,9.0,25.0,-8.081406323424412,-7.957009242109348
resolved,5.0,6.0,-8.669192988317644,-9.384125597736826
resort,2.0,3.0,-9.585483720161799,-10.077272778280106
resource,3.0,8.0,-9.1800186120703,-9.096443525289212
resourcefulness,2.0,6.0,-9.585483720161799,-9.384125597736826
resources,77.0,105.0,-5.9348254789167605,-6.521924716823072
respect,21.0,32.0,-7.234108463043558,-7.710149164178697
respective,1.0,7.0,-10.278630900671743,-9.22997491791195
respond,2.0,14.0,-9.585483720161799,-8.536827737359147
responded,2.0,4.0,-9.585483720161799,-9.789590705836657
response,5.0,25.0,-8.669192988317644,-7.957009242109348
responsibilities,13.0,6.0,-7.713681543302513,-9.384125597736826
responsibility,42.0,41.0,-6.540961282485994,-7.4623130002748015
responsible,9.0,22.0,-8.081406323424412,-8.084842613618687
responsive,5.0,20.0,-8.669192988317644,-8.180152793422558
rest,1.0,33.0,-10.278630900671743,-7.679377505512038
restoration,16.0,5.0,-7.506042178525712,-9.566447154527449
restore,2.0,22.0,-9.585483720161799,-8.084842613618687
restored,8.0,9.0,-8.199189359079407,-8.978660489634217
restoring,8.0,5.0,-8.199189359079407,-9.566447154527449
restraining,1.0,5.0,-10.278630900671743,-9.566447154527449
restraint,2.0,5.0,-9.585483720161799,-9.566447154527449
restrictive,4.0,4.0,-8.892336539626852,-9.789590705836657
restructuring,0.0,11.0,-33.3044818307122,-8.777989794174086
rests,0.0,9.0,-33.3044818307122,-8.978660489634217
result,32.0,19.0,-6.8128949979688915,-8.231446087809845
resulta,0.0,35.0,-33.3044818307122,-7.620537005489277
resumed,5.0,2.0,-8.669192988317644,-10.482737886371604
resurgence,3.0,3.0,-9.1800186120703,-10.077272778280106
retail,5.0,8.0,-8.669192988317644,-9.096443525289212
retirement,3.0,9.0,-9.1800186120703,-8.978660489634217
return,6.0,22.0,-8.486871431527021,-8.084842613618687
returns,1.0,5.0,-10.278630900671743,-9.566447154527449
revenue,35.0,36.0,-6.723282839279472,-7.592366128522661
revenues,34.0,22.0,-6.752270376152641,-8.084842613618687
review,13.0,28.0,-7.713681543302513,-7.843680556802774
revised,10.0,9.0,-7.976045807767697,-8.978660489634217
revision,19.0,1.0,-7.3341919216000395,-11.175885066881548
revisions,1.0,4.0,-10.278630900671743,-9.789590705836657
revitalized,4.0,1.0,-8.892336539626852,-11.175885066881548
revolution,2.0,16.0,-9.585483720161799,-8.403296344735518
reyes,1.0,9.0,-10.278630900671743,-8.978660489634217
rice,110.0,56.0,-5.578150534978418,-7.1505333762446135
rich,6.0,27.0,-8.486871431527021,-7.8800482009735155
rid,2.0,3.0,-9.585483720161799,-10.077272778280106
ride,1.0,6.0,-10.278630900671743,-9.384125597736826
rightful,1.0,8.0,-10.278630900671743,-9.096443525289212
rights,25.0,61.0,-7.059755075899543,-7.0650112028065974
rise,20.0,23.0,-7.282898627212752,-8.040390851048052
risen,4.0,2.0,-8.892336539626852,-10.482737886371604
rising,18.0,13.0,-7.388259142870023,-8.610935709512319
risk,6.0,16.0,-8.486871431527021,-8.403296344735518
risks,1.0,6.0,-10.278630900671743,-9.384125597736826
rito,0.0,39.0,-33.3044818307122,-7.512323420849338
river,19.0,30.0,-7.3341919216000395,-7.77468768531606
rizal,8.0,8.0,-8.199189359079407,-9.096443525289212
roa,0.0,7.0,-33.3044818307122,-9.22997491791195
road,29.0,72.0,-6.911335070781821,-6.899218947964104
roads,38.0,57.0,-6.641044741042726,-7.132833799145244
robredo,0.0,10.0,-33.3044818307122,-8.873299973977502
robust,0.0,10.0,-33.3044818307122,-8.873299973977502
rodrigo,0.0,9.0,-33.3044818307122,-8.978660489634217
role,19.0,18.0,-7.3341919216000395,-8.285513309079828
roll,0.0,9.0,-33.3044818307122,-8.978660489634217
root,2.0,8.0,-9.585483720161799,-9.096443525289212
rooted,2.0,6.0,-9.585483720161799,-9.384125597736826
roots,2.0,8.0,-9.585483720161799,-9.096443525289212
rose,9.0,11.0,-8.081406323424412,-8.777989794174086
routes,1.0,5.0,-10.278630900671743,-9.566447154527449
roxas,4.0,10.0,-8.892336539626852,-8.873299973977502
rule,6.0,14.0,-8.486871431527021,-8.536827737359147
rules,5.0,6.0,-8.669192988317644,-9.384125597736826
ruling,1.0,11.0,-10.278630900671743,-8.777989794174086
running,1.0,16.0,-10.278630900671743,-8.403296344735518
runway,0.0,7.0,-33.3044818307122,-9.22997491791195
rural,55.0,37.0,-6.271297715537454,-7.564967154334621
sabay,0.0,23.0,-33.3044818307122,-8.040390851048052
sacrifice,12.0,16.0,-7.793724250975409,-8.403296344735518
sacrifices,6.0,6.0,-8.486871431527021,-9.384125597736826
sad,0.0,9.0,-33.3044818307122,-8.978660489634217
safe,7.0,12.0,-8.332720751702144,-8.690978417185214
safeguard,6.0,8.0,-8.486871431527021,-9.096443525289212
safer,0.0,5.0,-33.3044818307122,-9.566447154527449
safety,6.0,34.0,-8.486871431527021,-7.649524542362446
sagot,0.0,23.0,-33.3044818307122,-8.040390851048052
sahod,0.0,13.0,-33.3044818307122,-8.610935709512319
saka,0.0,11.0,-33.3044818307122,-8.777989794174086
sakaling,0.0,7.0,-33.3044818307122,-9.22997491791195
sakit,0.0,12.0,-33.3044818307122,-8.690978417185214
sakop,0.0,9.0,-33.3044818307122,-8.978660489634217
sakripisyo,0.0,8.0,-33.3044818307122,-9.096443525289212
sakuna,0.0,17.0,-33.3044818307122,-8.34267172291945
salamat,0.0,103.0,-33.3044818307122,-6.541156078750942
salaries,7.0,13.0,-8.332720751702144,-8.610935709512319
salary,5.0,15.0,-8.669192988317644,-8.467834865872671
sale,9.0,5.0,-8.081406323424412,-9.566447154527449
sales,6.0,5.0,-8.486871431527021,-9.566447154527449
saligang,0.0,9.0,-33.3044818307122,-8.978660489634217
salinlahi,0.0,6.0,-33.3044818307122,-9.384125597736826
salita,0.0,11.0,-33.3044818307122,-8.777989794174086
salute,0.0,8.0,-33.3044818307122,-9.096443525289212
salvador,0.0,8.0,-33.3044818307122,-9.096443525289212
sama,0.0,9.0,-33.3044818307122,-8.978660489634217
samahan,0.0,5.0,-33.3044818307122,-9.566447154527449
samar,4.0,12.0,-8.892336539626852,-8.690978417185214
sambayanan,0.0,20.0,-33.3044818307122,-8.180152793422558
sambayanang,0.0,15.0,-33.3044818307122,-8.467834865872671
sampung,0.0,9.0,-33.3044818307122,-8.978660489634217
san,3.0,23.0,-9.1800186120703,-8.040390851048052
sana,0.0,54.0,-33.3044818307122,-7.186901020415422
sandali,0.0,5.0,-33.3044818307122,-9.566447154527449
sandatahang,0.0,10.0,-33.3044818307122,-8.873299973977502
sanitary,5.0,3.0,-8.669192988317644,-10.077272778280106
sanitation,3.0,3.0,-9.1800186120703,-10.077272778280106
sapat,0.0,34.0,-33.3044818307122,-7.649524542362446
sariling,0.0,32.0,-33.3044818307122,-7.710149164178697
sasabihin,0.0,12.0,-33.3044818307122,-8.690978417185214
satellite,0.0,6.0,-33.3044818307122,-9.384125597736826
satisfaction,5.0,2.0,-8.669192988317644,-10.482737886371604
satisfactory,9.0,1.0,-8.081406323424412,-11.175885066881548
save,0.0,21.0,-33.3044818307122,-8.131362629253363
saved,1.0,10.0,-10.278630900671743,-8.873299973977502
saving,8.0,3.0,-8.199189359079407,-10.077272778280106
savings,20.0,18.0,-7.282898627212752,-8.285513309079828
sayyaf,0.0,7.0,-33.3044818307122,-9.22997491791195
scale,6.0,21.0,-8.486871431527021,-8.131362629253363
schedule,3.0,4.0,-9.1800186120703,-9.789590705836657
scheme,4.0,4.0,-8.892336539626852,-9.789590705836657
schemes,1.0,7.0,-10.278630900671743,-9.22997491791195
scholarship,2.0,11.0,-9.585483720161799,-8.777989794174086
scholarships,2.0,5.0,-9.585483720161799,-9.566447154527449
school,50.0,75.0,-6.3666078953415965,-6.858396953443904
schools,37.0,24.0,-6.667712988124816,-7.997831236629436
science,4.0,39.0,-8.892336539626852,-7.512323420849338
scientific,14.0,6.0,-7.6395735711493415,-9.384125597736826
scope,7.0,2.0,-8.332720751702144,-10.482737886371604
scourge,1.0,4.0,-10.278630900671743,-9.789590705836657
sea,3.0,41.0,-9.1800186120703,-7.4623130002748015
search,3.0,7.0,-9.1800186120703,-9.22997491791195
seas,1.0,5.0,-10.278630900671743,-9.566447154527449
season,4.0,7.0,-8.892336539626852,-9.22997491791195
seat,1.0,6.0,-10.278630900671743,-9.384125597736826
secondary,4.0,9.0,-8.892336539626852,-8.978660489634217
secretary,6.0,111.0,-8.486871431527021,-6.466354865668313
sector,26.0,115.0,-7.020534362746416,-6.430952938617429
sectoral,1.0,6.0,-10.278630900671743,-9.384125597736826
sectors,5.0,41.0,-8.669192988317644,-7.4623130002748015
secure,17.0,23.0,-7.445417556709645,-8.040390851048052
secured,10.0,2.0,-7.976045807767697,-10.482737886371604
securing,2.0,6.0,-9.585483720161799,-9.384125597736826
security,101.0,82.0,-5.663510383929493,-6.769165819716076
seeds,5.0,6.0,-8.669192988317644,-9.384125597736826
seek,21.0,37.0,-7.234108463043558,-7.564967154334621
seeking,7.0,4.0,-8.332720751702144,-9.789590705836657
segments,2.0,3.0,-9.585483720161799,-10.077272778280106
seguridad,0.0,10.0,-33.3044818307122,-8.873299973977502
seize,0.0,7.0,-33.3044818307122,-9.22997491791195
sektor,0.0,44.0,-33.3044818307122,-7.391695433061015
selected,4.0,2.0,-8.892336539626852,-10.482737886371604
selfish,4.0,1.0,-8.892336539626852,-11.175885066881548
semester,0.0,9.0,-33.3044818307122,-8.978660489634217
senado,0.0,15.0,-33.3044818307122,-8.467834865872671
senador,0.0,8.0,-33.3044818307122,-9.096443525289212
senate,11.0,78.0,-7.880735627964281,-6.819176240290674
senator,1.0,23.0,-10.278630900671743,-8.040390851048052
senators,1.0,8.0,-10.278630900671743,-9.096443525289212
send,3.0,10.0,-9.1800186120703,-8.873299973977502
senior,0.0,8.0,-33.3044818307122,-9.096443525289212
sense,10.0,27.0,-7.976045807767697,-7.8800482009735155
sentral,0.0,10.0,-33.3044818307122,-8.873299973977502
separate,0.0,7.0,-33.3044818307122,-9.22997491791195
separation,0.0,6.0,-33.3044818307122,-9.384125597736826
september,9.0,10.0,-8.081406323424412,-8.873299973977502
serbisyo,0.0,26.0,-33.3044818307122,-7.917788528956221
serbisyong,0.0,16.0,-33.3044818307122,-8.403296344735518
sereno,0.0,6.0,-33.3044818307122,-9.384125597736826
series,3.0,5.0,-9.1800186120703,-9.566447154527449
servant,6.0,2.0,-8.486871431527021,-10.482737886371604
servants,2.0,8.0,-9.585483720161799,-9.096443525289212
serve,20.0,26.0,-7.282898627212752,-7.917788528956221
served,10.0,7.0,-7.976045807767697,-9.22997491791195
service,70.0,99.0,-6.030135658720956,-6.580765216845949
services,53.0,130.0,-6.308338987217734,-6.308350616525197
servicing,4.0,5.0,-8.892336539626852,-9.566447154527449
serving,18.0,9.0,-7.388259142870023,-8.978660489634217
session,29.0,38.0,-6.911335070781821,-7.538298907252531
sessions,7.0,0.0,-8.332720751702144,-34.201735996922004
set,40.0,53.0,-6.589751446655306,-7.2055931534275395
sets,2.0,4.0,-9.585483720161799,-9.789590705836657
setting,8.0,13.0,-8.199189359079407,-8.610935709512319
settle,5.0,3.0,-8.669192988317644,-10.077272778280106
settled,7.0,1.0,-8.332720751702144,-11.175885066881548
settlement,20.0,6.0,-7.282898627212752,-9.384125597736826
settlements,5.0,4.0,-8.669192988317644,-9.789590705836657
settlers,15.0,4.0,-7.570580699662866,-9.789590705836657
seventh,3.0,3.0,-9.1800186120703,-10.077272778280106
severe,3.0,7.0,-9.1800186120703,-9.22997491791195
severely,1.0,4.0,-10.278630900671743,-9.789590705836657
shabu,0.0,15.0,-33.3044818307122,-8.467834865872671
shame,0.0,9.0,-33.3044818307122,-8.978660489634217
shape,1.0,8.0,-10.278630900671743,-9.096443525289212
share,29.0,34.0,-6.911335070781821,-7.649524542362446
shared,3.0,18.0,-9.1800186120703,-8.285513309079828
shares,6.0,7.0,-8.486871431527021,-9.22997491791195
sharing,2.0,4.0,-9.585483720161799,-9.789590705836657
shelter,12.0,8.0,-7.793724250975409,-9.096443525289212
shield,1.0,4.0,-10.278630900671743,-9.789590705836657
shift,9.0,15.0,-8.081406323424412,-8.467834865872671
ship,2.0,7.0,-9.585483720161799,-9.22997491791195
shop,0.0,5.0,-33.3044818307122,-9.566447154527449
short,24.0,33.0,-7.1005770704196305,-7.679377505512038
shortage,7.0,7.0,-8.332720751702144,-9.22997491791195
sick,4.0,6.0,-8.892336539626852,-9.384125597736826
sige,0.0,13.0,-33.3044818307122,-8.610935709512319
sight,2.0,4.0,-9.585483720161799,-9.789590705836657
siglo,0.0,5.0,-33.3044818307122,-9.566447154527449
sign,1.0,13.0,-10.278630900671743,-8.610935709512319
signal,0.0,6.0,-33.3044818307122,-9.384125597736826
signed,14.0,17.0,-7.6395735711493415,-8.34267172291945
significance,5.0,8.0,-8.669192988317644,-9.096443525289212
signing,2.0,4.0,-9.585483720161799,-9.789590705836657
sigurado,0.0,12.0,-33.3044818307122,-8.690978417185214
siguro,0.0,30.0,-33.3044818307122,-7.77468768531606
sigurong,0.0,7.0,-33.3044818307122,-9.22997491791195
siguruhing,0.0,13.0,-33.3044818307122,-8.610935709512319
silang,0.0,44.0,-33.3044818307122,-7.391695433061015
silid,0.0,11.0,-33.3044818307122,-8.777989794174086
simple,5.0,19.0,-8.669192988317644,-8.231446087809845
simplify,0.0,13.0,-33.3044818307122,-8.610935709512319
simply,5.0,16.0,-8.669192988317644,-8.403296344735518
simula,0.0,26.0,-33.3044818307122,-7.917788528956221
simulan,0.0,7.0,-33.3044818307122,-9.22997491791195
sin,1.0,12.0,-10.278630900671743,-8.690978417185214
sina,0.0,15.0,-33.3044818307122,-8.467834865872671
sinabi,0.0,39.0,-33.3044818307122,-7.512323420849338
sinasabi,0.0,18.0,-33.3044818307122,-8.285513309079828
sinasabing,0.0,6.0,-33.3044818307122,-9.384125597736826
single,5.0,24.0,-8.669192988317644,-7.997831236629436
singson,0.0,9.0,-33.3044818307122,-8.978660489634217
sinimulan,0.0,11.0,-33.3044818307122,-8.777989794174086
sinong,0.0,7.0,-33.3044818307122,-9.22997491791195
sion,4.0,2.0,-8.892336539626852,-10.482737886371604
sir,0.0,30.0,-33.3044818307122,-7.77468768531606
sistema,0.0,37.0,-33.3044818307122,-7.564967154334621
sister,0.0,6.0,-33.3044818307122,-9.384125597736826
sisters,0.0,6.0,-33.3044818307122,-9.384125597736826
sit,1.0,8.0,-10.278630900671743,-9.096443525289212
sites,1.0,9.0,-10.278630900671743,-8.978660489634217
situation,37.0,24.0,-6.667712988124816,-7.997831236629436
situations,1.0,5.0,-10.278630900671743,-9.566447154527449
sitwasyon,0.0,19.0,-33.3044818307122,-8.231446087809845
sixth,2.0,7.0,-9.585483720161799,-9.22997491791195
siyam,0.0,11.0,-33.3044818307122,-8.777989794174086
siyang,0.0,25.0,-33.3044818307122,-7.957009242109348
siyempre,0.0,22.0,-33.3044818307122,-8.084842613618687
size,5.0,5.0,-8.669192988317644,-9.566447154527449
skills,3.0,17.0,-9.1800186120703,-8.34267172291945
skyway,0.0,6.0,-33.3044818307122,-9.384125597736826
slex,0.0,6.0,-33.3044818307122,-9.384125597736826
slow,2.0,9.0,-9.585483720161799,-8.978660489634217
slowly,1.0,5.0,-10.278630900671743,-9.566447154527449
slum,4.0,2.0,-8.892336539626852,-10.482737886371604
smuggling,14.0,13.0,-7.6395735711493415,-8.610935709512319
sobra,0.0,18.0,-33.3044818307122,-8.285513309079828
social,96.0,145.0,-5.714282709302865,-6.199151324560284
socially,1.0,7.0,-10.278630900671743,-9.22997491791195
society,18.0,68.0,-7.388259142870023,-6.9563773618039715
socio,41.0,2.0,-6.565058834064996,-10.482737886371604
soil,5.0,6.0,-8.669192988317644,-9.384125597736826
solar,0.0,11.0,-33.3044818307122,-8.777989794174086
sold,7.0,3.0,-8.332720751702144,-10.077272778280106
soldiers,1.0,36.0,-10.278630900671743,-7.592366128522661
solely,4.0,4.0,-8.892336539626852,-9.789590705836657
solemn,3.0,5.0,-9.1800186120703,-9.566447154527449
solid,7.0,14.0,-8.332720751702144,-8.536827737359147
solidarity,5.0,5.0,-8.669192988317644,-9.566447154527449
solusyon,0.0,36.0,-33.3044818307122,-7.592366128522661
solution,21.0,15.0,-7.234108463043558,-8.467834865872671
solutions,2.0,16.0,-9.585483720161799,-8.403296344735518
solve,5.0,9.0,-8.669192988317644,-8.978660489634217
solved,7.0,3.0,-8.332720751702144,-10.077272778280106
sona,0.0,40.0,-33.3044818307122,-7.4870056128651115
sonny,0.0,12.0,-33.3044818307122,-8.690978417185214
sooner,0.0,8.0,-33.3044818307122,-9.096443525289212
soonest,1.0,5.0,-10.278630900671743,-9.566447154527449
sotto,0.0,7.0,-33.3044818307122,-9.22997491791195
sought,7.0,8.0,-8.332720751702144,-9.096443525289212
sound,16.0,10.0,-7.506042178525712,-8.873299973977502
source,11.0,15.0,-7.880735627964281,-8.467834865872671
sources,23.0,15.0,-7.143136684838246,-8.467834865872671
south,2.0,41.0,-9.585483720161799,-7.4623130002748015
southeast,13.0,16.0,-7.713681543302513,-8.403296344735518
southern,3.0,22.0,-9.1800186120703,-8.084842613618687
sovereign,6.0,9.0,-8.486871431527021,-8.978660489634217
sovereignty,2.0,17.0,-9.585483720161799,-8.34267172291945
space,1.0,9.0,-10.278630900671743,-8.978660489634217
spare,1.0,7.0,-10.278630900671743,-9.22997491791195
spark,2.0,3.0,-9.585483720161799,-10.077272778280106
speak,4.0,8.0,-8.892336539626852,-9.096443525289212
speaker,13.0,50.0,-7.713681543302513,-7.263862061551402
special,39.0,34.0,-6.615069254639533,-7.649524542362446
specific,20.0,11.0,-7.282898627212752,-8.777989794174086
speech,0.0,21.0,-33.3044818307122,-8.131362629253363
speed,5.0,24.0,-8.669192988317644,-7.997831236629436
speedy,3.0,10.0,-9.1800186120703,-8.873299973977502
spend,2.0,11.0,-9.585483720161799,-8.777989794174086
spending,7.0,23.0,-8.332720751702144,-8.040390851048052
spent,7.0,16.0,-8.332720751702144,-8.403296344735518
spirit,17.0,28.0,-7.445417556709645,-7.843680556802774
spiritual,5.0,1.0,-8.669192988317644,-11.175885066881548
spite,9.0,4.0,-8.081406323424412,-9.789590705836657
sponsored,3.0,3.0,-9.1800186120703,-10.077272778280106
spot,0.0,7.0,-33.3044818307122,-9.22997491791195
spread,3.0,11.0,-9.1800186120703,-8.777989794174086
spreading,4.0,4.0,-8.892336539626852,-9.789590705836657
spring,4.0,1.0,-8.892336539626852,-11.175885066881548
spur,1.0,5.0,-10.278630900671743,-9.566447154527449
squarely,1.0,5.0,-10.278630900671743,-9.566447154527449
sss,1.0,12.0,-10.278630900671743,-8.690978417185214
sta,8.0,3.0,-8.199189359079407,-10.077272778280106
stability,50.0,34.0,-6.3666078953415965,-7.649524542362446
stabilization,7.0,4.0,-8.332720751702144,-9.789590705836657
stabilize,10.0,4.0,-7.976045807767697,-9.789590705836657
stabilized,7.0,4.0,-8.332720751702144,-9.789590705836657
stable,23.0,20.0,-7.143136684838246,-8.180152793422558
staff,5.0,13.0,-8.669192988317644,-8.610935709512319
stage,6.0,12.0,-8.486871431527021,-8.690978417185214
stages,8.0,3.0,-8.199189359079407,-10.077272778280106
stake,4.0,10.0,-8.892336539626852,-8.873299973977502
stand,15.0,36.0,-7.570580699662866,-7.592366128522661
standard,12.0,12.0,-7.793724250975409,-8.690978417185214
standardization,1.0,4.0,-10.278630900671743,-9.789590705836657
standards,20.0,21.0,-7.282898627212752,-8.131362629253363
standing,4.0,20.0,-8.892336539626852,-8.180152793422558
stands,3.0,7.0,-9.1800186120703,-9.22997491791195
start,15.0,35.0,-7.570580699662866,-7.620537005489277
started,20.0,37.0,-7.282898627212752,-7.564967154334621
starting,5.0,5.0,-8.669192988317644,-9.566447154527449
starts,0.0,5.0,-33.3044818307122,-9.566447154527449
stated,9.0,2.0,-8.081406323424412,-10.482737886371604
statement,2.0,9.0,-9.585483720161799,-8.978660489634217
station,5.0,9.0,-8.669192988317644,-8.978660489634217
stations,6.0,11.0,-8.486871431527021,-8.777989794174086
statistics,5.0,10.0,-8.669192988317644,-8.873299973977502
status,10.0,11.0,-7.976045807767697,-8.777989794174086
stay,0.0,13.0,-33.3044818307122,-8.610935709512319
steadily,5.0,3.0,-8.669192988317644,-10.077272778280106
steady,7.0,5.0,-8.332720751702144,-9.566447154527449
steel,22.0,1.0,-7.187588447408881,-11.175885066881548
step,14.0,29.0,-7.6395735711493415,-7.808589236991626
steps,21.0,20.0,-7.234108463043558,-8.180152793422558
stick,0.0,5.0,-33.3044818307122,-9.566447154527449
stimulate,7.0,3.0,-8.332720751702144,-10.077272778280106
stock,3.0,16.0,-9.1800186120703,-8.403296344735518
stood,4.0,12.0,-8.892336539626852,-8.690978417185214
stopped,2.0,8.0,-9.585483720161799,-9.096443525289212
store,1.0,10.0,-10.278630900671743,-8.873299973977502
story,0.0,21.0,-33.3044818307122,-8.131362629253363
straight,1.0,5.0,-10.278630900671743,-9.566447154527449
strategic,6.0,21.0,-8.486871431527021,-8.131362629253363
strategies,0.0,7.0,-33.3044818307122,-9.22997491791195
strategy,1.0,25.0,-10.278630900671743,-7.957009242109348
streamline,0.0,10.0,-33.3044818307122,-8.873299973977502
street,1.0,6.0,-10.278630900671743,-9.384125597736826
streets,0.0,18.0,-33.3044818307122,-8.285513309079828
strength,17.0,34.0,-7.445417556709645,-7.649524542362446
strengthen,20.0,45.0,-7.282898627212752,-7.3692225772090065
strengthened,10.0,7.0,-7.976045807767697,-9.22997491791195
strengthening,10.0,20.0,-7.976045807767697,-8.180152793422558
stress,6.0,8.0,-8.486871431527021,-9.096443525289212
strict,4.0,3.0,-8.892336539626852,-10.077272778280106
strictly,2.0,6.0,-9.585483720161799,-9.384125597736826
strides,3.0,7.0,-9.1800186120703,-9.22997491791195
strikes,5.0,6.0,-8.669192988317644,-9.384125597736826
strive,6.0,8.0,-8.486871431527021,-9.096443525289212
strong,9.0,71.0,-8.081406323424412,-6.913205189938824
stronger,5.0,27.0,-8.669192988317644,-7.8800482009735155
strongest,0.0,6.0,-33.3044818307122,-9.384125597736826
struck,1.0,7.0,-10.278630900671743,-9.22997491791195
structural,0.0,14.0,-33.3044818307122,-8.536827737359147
structure,17.0,15.0,-7.445417556709645,-8.467834865872671
structures,2.0,7.0,-9.585483720161799,-9.22997491791195
struggle,8.0,14.0,-8.199189359079407,-8.536827737359147
stuck,1.0,4.0,-10.278630900671743,-9.789590705836657
students,9.0,32.0,-8.081406323424412,-7.710149164178697
studies,6.0,8.0,-8.486871431527021,-9.096443525289212
study,19.0,9.0,-7.3341919216000395,-8.978660489634217
studying,3.0,3.0,-9.1800186120703,-10.077272778280106
style,0.0,6.0,-33.3044818307122,-9.384125597736826
subalit,0.0,14.0,-33.3044818307122,-8.536827737359147
subdivision,3.0,3.0,-9.1800186120703,-10.077272778280106
subic,0.0,17.0,-33.3044818307122,-8.34267172291945
subject,8.0,8.0,-8.199189359079407,-9.096443525289212
submit,12.0,15.0,-7.793724250975409,-8.467834865872671
submitted,10.0,7.0,-7.976045807767697,-9.22997491791195
submitting,2.0,14.0,-9.585483720161799,-8.536827737359147
subsidies,3.0,7.0,-9.1800186120703,-9.22997491791195
subsidy,3.0,5.0,-9.1800186120703,-9.566447154527449
subsistence,3.0,2.0,-9.1800186120703,-10.482737886371604
substance,7.0,4.0,-8.332720751702144,-9.789590705836657
substantial,23.0,11.0,-7.143136684838246,-8.777989794174086
substitute,4.0,4.0,-8.892336539626852,-9.789590705836657
subversive,5.0,0.0,-8.669192988317644,-34.201735996922004
succeed,6.0,7.0,-8.486871431527021,-9.22997491791195
succeeded,5.0,2.0,-8.669192988317644,-10.482737886371604
succeeding,2.0,7.0,-9.585483720161799,-9.22997491791195
success,28.0,24.0,-6.946426390592968,-7.997831236629436
successful,9.0,9.0,-8.081406323424412,-8.978660489634217
suffer,5.0,6.0,-8.669192988317644,-9.384125597736826
suffered,2.0,8.0,-9.585483720161799,-9.096443525289212
suffering,0.0,13.0,-33.3044818307122,-8.610935709512319
sufficiency,18.0,8.0,-7.388259142870023,-9.096443525289212
sufficient,15.0,7.0,-7.570580699662866,-9.22997491791195
sugar,20.0,5.0,-7.282898627212752,-9.566447154527449
suliranin,0.0,9.0,-33.3044818307122,-8.978660489634217
sulu,3.0,6.0,-9.1800186120703,-9.384125597736826
sum,8.0,16.0,-8.199189359079407,-8.403296344735518
summit,0.0,9.0,-33.3044818307122,-8.978660489634217
sumusunod,0.0,6.0,-33.3044818307122,-9.384125597736826
